Title,Genre,Year,Rating,CriticsScore,AudienceScore
Movie 1223,Adventure,2016,7.9,96.1,63.1
Movie 1224,Adventure,2000,9.4,72.7,49.9
Movie 1225,Thriller,1993,9.2,63.6,50.2
Movie 1226,Thriller,2010,8.4,51.4,42.6
Movie 1227,Animation,1997,9,42.8,11.5
Movie 1228,Documentary,1986,2.8,41.8,57
Movie 1229,Sci-Fi,1989,3.6,67.3,40.2
Movie 1230,Romance,1986,3.6,77.6,10.1
Movie 1231,Animation,2012,4.4,71.1,37.7
Movie 1232,Drama,2002,4.5,27.9,35.1
Movie 1233,Documentary,2000,5.9,54.5,45.4
Movie 1234,Sci-Fi,1998,2.4,81.2,21.9
Movie 1235,Adventure,1998,7.2,52.8,55.7
Movie 1236,Animation,2015,2.5,58.3,72.3
Movie 1237,Documentary,2008,3.8,79.4,66.7
Movie 1238,Documentary,1997,5.5,69.5,82.3
Movie 1239,Action,1981,8.2,46.8,50.7
Movie 1240,Action,1980,7.7,90.6,56.7
Movie 1241,Action,1984,6.8,24.6,82.9
Movie 1242,Horror,1999,2.4,99.6,48.5
Movie 1243,Horror,1990,5.9,20.7,73.1
Movie 1244,Documentary,2021,1.8,11.3,49.1
Movie 1245,Romance,1981,4.4,90.1,47.6
Movie 1246,Sci-Fi,1982,4.7,32,78.4
Movie 1247,Romance,2002,1.4,75.7,25.7
Movie 1248,Drama,1991,3.5,83,40.5
Movie 1249,Documentary,1999,9.6,87.3,30.2
Movie 1250,Drama,1984,9.6,99.2,42.3
Movie 1251,Romance,2016,4.2,36.5,30.7
Movie 1252,Animation,2017,1.4,73.9,62.1
Movie 1253,Comedy,2009,2.6,20.4,81.8
Movie 1254,Comedy,1988,4.5,46.6,80.8
Movie 1255,Comedy,2013,9.5,86.3,42.8
Movie 1256,Adventure,2023,2.3,43.1,99
Movie 1257,Action,2014,7.9,63.2,63.4
Movie 1258,Comedy,2001,2,55.3,45.9
Movie 1259,Romance,2023,9.8,68.1,85.2
Movie 1260,Documentary,2003,4.4,97.6,75.7
Movie 1261,Comedy,1996,8,15,77.4
Movie 1262,Comedy,1989,4.1,61.7,27.7
Movie 1263,Comedy,2009,6.6,87.7,52.1
Movie 1264,Action,2002,2.7,53.3,87.6
Movie 1265,Action,2011,2.3,17.1,55.4
Movie 1266,Horror,1996,9.4,60.4,71.5
Movie 1267,Sci-Fi,1996,9.3,39.9,62.9
Movie 1268,Drama,1993,9,23.9,85.8
Movie 1269,Thriller,1988,6.6,86.4,35.6
Movie 1270,Drama,2019,8.3,56.9,61.8
Movie 1271,Drama,1981,1.6,94,21.1
Movie 1272,Sci-Fi,2024,4,82.5,72.1
Movie 1273,Romance,2004,3.8,72.4,75.9
Movie 1274,Action,2018,6.7,10.5,13.9
Movie 1275,Thriller,1988,4.2,48.5,70.8
Movie 1276,Horror,2001,2.3,27.8,47.3
Movie 1277,Animation,2022,6.4,92,21.2
Movie 1278,Horror,1983,8.3,25.7,47.8
Movie 1279,Thriller,2005,4.4,35.7,27.5
Movie 1280,Comedy,2008,2.2,56.5,47.4
Movie 1281,Comedy,2024,2.8,33.7,44.6
Movie 1282,Adventure,2013,3.1,28.9,76.5
Movie 1283,Thriller,2002,3.7,63.9,79.7
Movie 1284,Sci-Fi,2016,6.8,18,64.6
Movie 1285,Documentary,1990,6.4,15.2,12
Movie 1286,Thriller,1985,7.3,43.5,93.8
Movie 1287,Adventure,1997,4.3,74.9,71.8
Movie 1288,Documentary,2000,8.4,59.9,13.1
Movie 1289,Adventure,2021,2.8,48.1,83.7
Movie 1290,Drama,2015,5.2,60.9,28
Movie 1291,Comedy,2020,8.2,42.9,62.1
Movie 1292,Animation,2017,2.6,94.3,52
Movie 1293,Romance,2013,2,14.9,47.8
Movie 1294,Romance,1996,9,70.6,90.1
Movie 1295,Action,2016,4.1,90.2,49.4
Movie 1296,Documentary,2004,7.2,82.3,16.8
Movie 1297,Adventure,2017,1.2,26.6,95.2
Movie 1298,Romance,1991,7.2,36.6,92.8
Movie 1299,Thriller,2002,3.8,74.5,71.6
Movie 1300,Comedy,2021,1.5,17.6,52.1
Movie 1301,Romance,2001,6.5,83.1,18.4
Movie 1302,Action,2000,3.2,74.7,81.2
Movie 1303,Romance,2006,4.5,75.7,16.8
Movie 1304,Sci-Fi,2010,1.7,19,16.2
Movie 1305,Animation,1985,2.3,74.6,58.4
Movie 1306,Adventure,2006,3.7,71.2,24.4
Movie 1307,Action,2019,1.8,84.8,10.7
Movie 1308,Action,2013,9.2,13.7,48.1
Movie 1309,Thriller,1991,1.1,12.1,22.3
Movie 1310,Comedy,2024,5.4,43.6,24.4
Movie 1311,Drama,1986,2.1,23.4,16.9
Movie 1312,Comedy,1989,3.8,60.3,28.5
Movie 1313,Drama,2024,9.3,92.6,74.4
Movie 1314,Romance,1996,2.5,45.2,82.8
Movie 1315,Comedy,2005,9.7,86,50.7
Movie 1316,Adventure,2000,2.9,10,55.6
Movie 1317,Sci-Fi,2007,7.7,25.2,12.9
Movie 1318,Documentary,1981,5.9,12.7,16.2
Movie 1319,Animation,2022,9,39.5,33.2
Movie 1320,Comedy,1980,6,91.7,59
Movie 1321,Sci-Fi,2015,5.8,18.7,76.6
Movie 1322,Horror,2005,2.8,64.6,64.5
Movie 1323,Adventure,2008,2.5,50.6,45.3
Movie 1324,Horror,2000,9.2,94.5,20.6
Movie 1325,Thriller,1990,4,21,80.3
Movie 1326,Documentary,2019,4.3,29.1,42.7
Movie 1327,Thriller,1990,7.8,12.7,76.2
Movie 1328,Romance,2015,4,49.1,56.2
Movie 1329,Comedy,2018,9.6,35,76.5
Movie 1330,Romance,2019,7.6,88.3,91.7
Movie 1331,Animation,2014,6.4,64.4,92.9
Movie 1332,Documentary,2013,8.9,65.3,58.2
Movie 1333,Documentary,2003,1.4,57.9,56
Movie 1334,Adventure,2001,3.3,18.3,33.9
Movie 1335,Romance,1984,5.2,50.1,94.2
Movie 1336,Thriller,2012,3,100,51.2
Movie 1337,Romance,2015,7.7,85.2,21.5
Movie 1338,Action,1999,9.3,90.4,48.9
Movie 1339,Action,1998,4.8,84.1,21.4
Movie 1340,Romance,2014,4.1,19.3,55.2
Movie 1341,Romance,2022,9.7,30.5,60.5
Movie 1342,Romance,1996,5,10.3,40.4
Movie 1343,Thriller,2024,5.4,37.3,16.4
Movie 1344,Animation,2022,4.2,19.8,94.9
Movie 1345,Adventure,2013,9.2,52.6,79.6
Movie 1346,Sci-Fi,1988,6.1,70.9,85.5
Movie 1347,Documentary,2005,7.9,88.7,43
Movie 1348,Thriller,1981,8.3,77.4,78.5
Movie 1349,Action,1988,4.1,94.5,53.7
Movie 1350,Horror,1988,4.9,14.9,28.1
Movie 1351,Documentary,2019,8.6,11.1,21.2
Movie 1352,Thriller,1996,4.3,69.5,41.1
Movie 1353,Sci-Fi,1980,8.1,36,22.4
Movie 1354,Adventure,2004,9.5,32.8,99.8
Movie 1355,Documentary,2022,6.6,39.8,14.4
Movie 1356,Documentary,2019,7.7,34.3,49.7
Movie 1357,Documentary,2021,8.2,56,50.7
Movie 1358,Thriller,2004,8.6,49.6,37.1
Movie 1359,Romance,2018,4.6,56.1,61.4
Movie 1360,Thriller,2014,1.5,70.5,23.5
Movie 1361,Adventure,1982,4.6,44.8,80.6
Movie 1362,Comedy,2016,7.1,32.6,39.9
Movie 1363,Drama,2023,5.1,25,63.2
Movie 1364,Thriller,2023,7.7,41.5,74.4
Movie 1365,Horror,2009,4.2,76.8,90
Movie 1366,Romance,2017,6.7,78.1,85.2
Movie 1367,Documentary,2013,2.7,70,64.7
Movie 1368,Adventure,1991,7.7,31.1,45
Movie 1369,Adventure,1998,5.9,62.9,55.3
Movie 1370,Documentary,2016,2.8,61.4,79.2
Movie 1371,Action,2023,3.6,53.6,89
Movie 1372,Drama,1996,7.7,59.5,19.3
Movie 1373,Action,1989,5.3,54.3,44.6
Movie 1374,Comedy,1991,2.9,60.9,79.9
Movie 1375,Comedy,1995,9.7,74.4,48.8
Movie 1376,Comedy,2003,7.4,19.9,39.9
Movie 1377,Drama,1998,9.6,77.5,47
Movie 1378,Action,1987,4.8,22.2,64.3
Movie 1379,Adventure,2010,5.3,16,100
Movie 1380,Action,2000,9.1,97.8,54.4
Movie 1381,Documentary,1996,5.7,96.1,28.8
Movie 1382,Drama,2002,7.4,15.4,24.7
Movie 1383,Animation,2016,3.3,49.9,13.8
Movie 1384,Sci-Fi,1995,5,26.8,60.3
Movie 1385,Thriller,1985,2.1,53.7,59
Movie 1386,Sci-Fi,1987,2.9,84.7,28.5
Movie 1387,Drama,2004,1,95.6,72.6
Movie 1388,Documentary,1997,1.4,67.1,76.7
Movie 1389,Drama,2004,9.8,41.9,33.3
Movie 1390,Thriller,1991,3.2,64.3,41
Movie 1391,Animation,1994,7,38.1,99.1
Movie 1392,Drama,2005,8.6,91.9,43.7
Movie 1393,Drama,2020,6,88.3,78.5
Movie 1394,Action,2024,2.4,60.2,50.7
Movie 1395,Drama,2005,7.6,39.2,81.4
Movie 1396,Romance,2011,6.4,36.4,79.2
Movie 1397,Drama,1989,7.6,13,70.1
Movie 1398,Thriller,1995,7.9,83.4,86.9
Movie 1399,Documentary,1986,9.8,50.5,94.5
Movie 1400,Documentary,1996,6.2,39.3,62.2
Movie 1401,Action,2002,4.1,52.4,31.4
Movie 1402,Documentary,2005,6.8,83.7,45.9
Movie 1403,Horror,2000,1.6,21.2,78.2
Movie 1404,Romance,2001,9.1,87.2,68.6
Movie 1405,Animation,1986,2.1,90.8,26
Movie 1406,Horror,1993,4,95.2,14.6
Movie 1407,Animation,1994,8.3,45.8,71.5
Movie 1408,Animation,1986,6.4,29.5,32.6
Movie 1409,Animation,1988,4.5,43.6,55
Movie 1410,Animation,1987,5.3,40,77.2
Movie 1411,Adventure,2002,8.7,25.9,60.6
Movie 1412,Action,2008,4.1,64.7,17.5
Movie 1413,Sci-Fi,1997,8.8,52.9,26.7
Movie 1414,Action,2010,1.8,87.9,29.7
Movie 1415,Sci-Fi,2009,8,12.9,33.2
Movie 1416,Animation,2018,8.6,67.9,60.9
Movie 1417,Adventure,2014,2.6,78.7,55.4
Movie 1418,Drama,1997,4.9,78.4,28.3
Movie 1419,Adventure,2021,2.5,89.7,16.1
Movie 1420,Horror,2018,7.4,75.6,25.4
Movie 1421,Drama,1996,5.8,93.5,98.6
Movie 1422,Thriller,1993,6.7,39.9,52.2
Movie 1423,Comedy,2010,2.8,55.3,88.1
Movie 1424,Documentary,2003,2.9,11.3,86.4
Movie 1425,Comedy,2014,1.4,10.6,56
Movie 1426,Action,2023,3.9,31.6,73.6
Movie 1427,Adventure,2024,6,19.1,27.3
Movie 1428,Adventure,2013,8.7,33.4,72
Movie 1429,Animation,1982,7,25.9,34.5
Movie 1430,Sci-Fi,2016,4.9,12.6,84.9
Movie 1431,Romance,2022,9.6,91.8,17.5
Movie 1432,Action,2019,7.5,10.7,79.6
Movie 1433,Horror,2005,9.4,76.2,19
Movie 1434,Animation,2002,5.7,23.7,89.3
Movie 1435,Romance,2023,3.3,92.1,37.4
Movie 1436,Drama,2018,1.5,90.4,68.9
Movie 1437,Drama,1994,7.5,68.9,53.9
Movie 1438,Action,1983,2.1,70.5,43
Movie 1439,Horror,2008,3.7,10.5,68.1
Movie 1440,Animation,2001,5.8,98.6,95.3
Movie 1441,Thriller,2004,6.1,89,13.7
Movie 1442,Adventure,1992,6.4,90.6,92.7
Movie 1443,Thriller,1997,2.5,69.3,64.8
Movie 1444,Romance,2012,4.4,41,82.7
Movie 1445,Thriller,1995,6.6,90.4,44.5
Movie 1446,Thriller,2024,9.7,36.2,52.5
Movie 1447,Drama,2021,7.5,60.6,88.2
Movie 1448,Comedy,2023,9.3,19,47.3
Movie 1449,Animation,1981,7.9,93,58.1
Movie 1450,Romance,2014,6.3,22.7,11.8
Movie 1451,Action,2021,2.7,30.2,24.3
Movie 1452,Horror,2013,7,60.2,67.8
Movie 1453,Horror,2009,6.6,78.8,74.5
Movie 1454,Animation,1992,6.4,65.7,62.4
Movie 1455,Thriller,1992,5.4,30.9,22.9
Movie 1456,Action,1997,5.8,10.1,50.1
Movie 1457,Sci-Fi,2011,4,78.1,42
Movie 1458,Romance,2011,5.7,98.7,54.6
Movie 1459,Sci-Fi,2014,2.8,82.9,88.3
Movie 1460,Sci-Fi,2018,8.2,51.4,79.8
Movie 1461,Sci-Fi,2008,2.7,91.3,17.6
Movie 1462,Drama,2008,1.8,46.9,90.1
Movie 1463,Drama,2023,4.9,57.2,52.5
Movie 1464,Thriller,1995,6.9,52.9,76.9
Movie 1465,Horror,2023,4.9,50.3,22.6
Movie 1466,Sci-Fi,1989,3.5,79.8,70.4
Movie 1467,Documentary,2009,6,57.4,31.3
Movie 1468,Sci-Fi,2004,4.1,38.5,49.5
Movie 1469,Adventure,2018,9.4,33.2,11.5
Movie 1470,Action,1999,9.3,13.4,23.6
Movie 1471,Comedy,1984,5.5,62.5,18.3
Movie 1472,Horror,1980,4,30.7,31.6
Movie 1473,Sci-Fi,2009,7.6,23.3,19
Movie 1474,Action,1982,1.3,68.8,72.3
Movie 1475,Romance,2024,5.3,71.3,12.6
Movie 1476,Documentary,1993,4,77.7,65.6
Movie 1477,Romance,2009,9.3,55.3,22.7
Movie 1478,Adventure,1983,1.1,90.5,95.1
Movie 1479,Comedy,1997,6,94.3,94
Movie 1480,Adventure,2016,7.7,82.7,30.3
Movie 1481,Thriller,2004,5.4,67.2,65.3
Movie 1482,Adventure,1980,1.8,37.3,12.5
Movie 1483,Drama,1994,9.8,98.5,93.9
Movie 1484,Comedy,1988,5.7,34.7,57.1
Movie 1485,Documentary,1994,6.5,28.2,13.9
Movie 1486,Romance,2003,3.1,49.8,40.8
Movie 1487,Animation,1983,5.4,15.1,16.9
Movie 1488,Romance,1991,4.9,98.1,45.4
Movie 1489,Thriller,2016,1.7,63,70.3
Movie 1490,Animation,2016,2,60.1,52.3
Movie 1491,Drama,2022,8.5,69,44.5
Movie 1492,Adventure,1985,3.2,54.7,20.7
Movie 1493,Drama,2018,2.8,12.9,32
Movie 1494,Drama,2003,5.5,65.1,19
Movie 1495,Drama,1990,7.9,74.5,82.7
Movie 1496,Action,1992,1.6,47.5,22.2
Movie 1497,Drama,2013,6.2,78.2,63.6
Movie 1498,Thriller,2004,2.1,30.4,40.8
Movie 1499,Action,1986,1.3,29.9,30.3
Movie 1500,Romance,1983,1.5,24.5,67.6
Movie 1501,Thriller,1987,8.5,43.5,51.1
Movie 1502,Documentary,1999,2.1,86.2,46
Movie 1503,Thriller,2008,1.4,84.5,63.4
Movie 1504,Sci-Fi,2024,4.9,44.5,54.2
Movie 1505,Horror,1989,8.6,63,37.3
Movie 1506,Action,2022,3.4,74.9,60.3
Movie 1507,Drama,2013,4.8,31.7,70.3
Movie 1508,Thriller,2005,1.4,25.1,12.4
Movie 1509,Sci-Fi,2020,5,97.5,51.9
Movie 1510,Documentary,1982,6.2,65.6,15.2
Movie 1511,Thriller,1985,6.1,98.3,26.8
Movie 1512,Adventure,1984,4,40.4,60.4
Movie 1513,Sci-Fi,1984,3.8,73.3,88
Movie 1514,Drama,2002,2,30,89.5
Movie 1515,Romance,1988,4.3,33.5,16.3
Movie 1516,Animation,2014,1.9,56.1,47.7
Movie 1517,Animation,1999,7.9,38.8,62.5
Movie 1518,Sci-Fi,2021,9.7,25.1,23.2
Movie 1519,Drama,2014,9.7,33.7,78.9
Movie 1520,Romance,1997,8.8,13.2,77
Movie 1521,Animation,1996,6.4,73.4,91.3
Movie 1522,Drama,2003,7.3,54.3,10.8
Movie 1523,Horror,1982,3.6,18.5,29.5
Movie 1524,Action,2011,6.7,25.5,84.4
Movie 1525,Animation,2014,5.1,19.2,70.4
Movie 1526,Romance,2017,5.3,65.1,90.5
Movie 1527,Romance,1992,7.8,18.5,15.1
Movie 1528,Animation,2004,3.5,77.9,63.7
Movie 1529,Horror,1988,3.9,11.8,61.2
Movie 1530,Romance,1983,9.3,32.4,13.2
Movie 1531,Adventure,1993,1.5,90.2,56.2
Movie 1532,Horror,2016,5.4,74.7,64.9
Movie 1533,Action,2013,9.2,16.6,27.2
Movie 1534,Thriller,1990,6.5,83.9,34.6
Movie 1535,Animation,2020,5.9,54.4,67.6
Movie 1536,Comedy,1982,3.2,86.2,52.1
Movie 1537,Action,2007,4.1,64.1,87.2
Movie 1538,Sci-Fi,2008,8.7,71.4,40.8
Movie 1539,Documentary,1988,6,99.4,34
Movie 1540,Comedy,1982,5.6,30.9,98.6
Movie 1541,Documentary,2004,1.9,66.2,92
Movie 1542,Action,2013,1.1,51.4,12.6
Movie 1543,Drama,1991,9.7,13.6,79.4
Movie 1544,Horror,2021,4.4,11.3,19.9
Movie 1545,Documentary,1988,6.4,20.7,12.5
Movie 1546,Romance,1994,1.7,68.4,34.6
Movie 1547,Animation,2019,7.1,61,34.2
Movie 1548,Adventure,2004,9.4,59.8,83.7
Movie 1549,Adventure,1984,6.2,12.9,74
Movie 1550,Adventure,1990,2.1,52.2,98.3
Movie 1551,Adventure,2013,6.2,93.2,74
Movie 1552,Romance,2003,7.9,45.8,47.6
Movie 1553,Animation,1994,4.7,66.2,72.9
Movie 1554,Romance,2017,8.9,80.2,100
Movie 1555,Drama,1987,6.8,80.6,73.9
Movie 1556,Horror,1984,9.1,56.7,78.6
Movie 1557,Documentary,2005,6.6,87.2,94.5
Movie 1558,Adventure,1997,2.2,45.2,20.2
Movie 1559,Comedy,1985,3.8,90,73.4
Movie 1560,Adventure,2016,2.8,31.6,86.6
Movie 1561,Documentary,1992,9.2,35.2,95.9
Movie 1562,Documentary,2007,7.8,14.8,29
Movie 1563,Sci-Fi,1984,7.1,81.6,55.4
Movie 1564,Sci-Fi,1992,3.7,47.5,71.2
Movie 1565,Drama,1996,2.7,30.6,32.3
Movie 1566,Documentary,2019,7.8,30.9,64
Movie 1567,Comedy,2024,5.3,91.1,33.2
Movie 1568,Documentary,2011,3,85.1,40
Movie 1569,Animation,2008,6.5,59.8,49.7
Movie 1570,Animation,1982,1.4,65.4,57.6
Movie 1571,Drama,2019,3.9,52.7,50.4
Movie 1572,Adventure,2013,5.2,45.2,54.4
Movie 1573,Thriller,2019,2.3,92.4,36.9
Movie 1574,Adventure,2006,9.9,21.3,24.3
Movie 1575,Horror,1992,2.9,47.7,14.3
Movie 1576,Romance,2024,2.2,41,27.6
Movie 1577,Documentary,2012,2.8,54.8,62.4
Movie 1578,Action,1985,7.9,51.2,80.8
Movie 1579,Drama,2003,4.8,56.7,25.2
Movie 1580,Action,1998,6.1,22.6,19.8
Movie 1581,Drama,1995,1.2,56.2,77.4
Movie 1582,Comedy,2019,1.3,31.8,37.5
Movie 1583,Comedy,2007,5,26.6,95.6
Movie 1584,Adventure,2012,8.3,15.8,74.3
Movie 1585,Sci-Fi,2020,9,78.6,39.4
Movie 1586,Horror,1992,1.8,48.5,36.1
Movie 1587,Animation,2022,5.8,66.4,57.1
Movie 1588,Sci-Fi,2024,9.2,75.5,17.1
Movie 1589,Comedy,2004,4.5,71.1,20.6
Movie 1590,Animation,2021,8.5,52.3,25.8
Movie 1591,Horror,2015,2.2,44.9,79.7
Movie 1592,Sci-Fi,2006,9.4,43.8,56.2
Movie 1593,Animation,2017,7.8,67.6,11
Movie 1594,Romance,1986,9.5,54.5,70.6
Movie 1595,Adventure,1984,7.1,86.4,48.1
Movie 1596,Horror,2022,4.3,88.7,56
Movie 1597,Action,2024,9.4,25.4,29.3
Movie 1598,Horror,2010,3.5,22.3,59.7
Movie 1599,Documentary,2002,4,66.7,98.1
Movie 1600,Animation,2021,7.3,37.1,16.6
Movie 1601,Action,1989,7.9,11.7,35.6
Movie 1602,Horror,2011,9.4,90,31.9
Movie 1603,Horror,2022,2.8,30.4,32.4
Movie 1604,Horror,2009,8.2,93.6,44.1
Movie 1605,Horror,2018,7.6,74.6,83.6
Movie 1606,Documentary,2010,1.6,78.6,92.2
Movie 1607,Adventure,1997,4.5,28.1,28.2
Movie 1608,Documentary,2015,3.5,31.1,58.9
Movie 1609,Action,1981,3.7,56.9,67.3
Movie 1610,Documentary,1993,9.8,25.5,57
Movie 1611,Drama,1992,6.8,37.5,49.1
Movie 1612,Animation,2008,7.5,38.9,27.3
Movie 1613,Adventure,1991,9.8,24.4,53.9
Movie 1614,Comedy,2018,4.4,28.5,46.1
Movie 1615,Sci-Fi,1981,8.2,81,81.6
Movie 1616,Action,2011,4.9,25,78.7
Movie 1617,Adventure,1992,8.8,12.6,22.1
Movie 1618,Adventure,2006,2.6,66.6,18
Movie 1619,Romance,2020,9.5,97.8,91.7
Movie 1620,Thriller,1996,3,39.8,58.2
Movie 1621,Comedy,2019,3.9,20.7,87.2
Movie 1622,Action,2010,7.8,61.3,15.2
Movie 1623,Animation,2013,4.5,91.6,57.4
Movie 1624,Horror,2003,6.5,80.6,58.5
Movie 1625,Thriller,2024,5,66,87.5
Movie 1626,Comedy,2014,7.7,38.4,18.8
Movie 1627,Drama,1985,3.1,58.8,31.6
Movie 1628,Documentary,1998,1.5,18.2,46.6
Movie 1629,Comedy,2009,3.7,71.1,87.9
Movie 1630,Thriller,1986,5.3,75.3,94.5
Movie 1631,Animation,1989,2.5,96.9,99.3
Movie 1632,Documentary,2020,4.2,33.4,96.3
Movie 1633,Documentary,2011,4.6,11.7,10.5
Movie 1634,Sci-Fi,2013,1.5,59.1,14.3
Movie 1635,Thriller,2007,6.2,73.6,23.3
Movie 1636,Adventure,1994,9,81.1,41.4
Movie 1637,Documentary,2009,2.4,27.4,84.7
Movie 1638,Romance,2016,6.4,33.6,90.3
Movie 1639,Documentary,2008,7,56.1,26.8
Movie 1640,Comedy,2001,4.8,39.8,65.8
Movie 1641,Horror,1983,7.3,87.4,92.6
Movie 1642,Romance,1999,4.7,52.6,51.7
Movie 1643,Adventure,2011,5.5,82,19.3
Movie 1644,Sci-Fi,2015,1.1,62.3,51.2
Movie 1645,Romance,1983,7.2,79.6,43.8
Movie 1646,Animation,2006,7,39.9,62
Movie 1647,Thriller,1996,1.3,84.8,49.5
Movie 1648,Thriller,1991,4.3,34.7,11.6
Movie 1649,Horror,2001,9.8,59.1,99.5
Movie 1650,Drama,1996,4.8,29.3,58.9
Movie 1651,Thriller,1989,5.5,52.8,52.6
Movie 1652,Horror,1980,9.2,38.6,95.9
Movie 1653,Horror,2001,7.5,34,24
Movie 1654,Adventure,2005,6.2,97,27
Movie 1655,Adventure,1997,8.2,24.4,82.7
Movie 1656,Animation,1993,8.8,80.9,33.5
Movie 1657,Comedy,2008,5.1,98.6,81.9
Movie 1658,Comedy,1991,5.3,11.8,34.4
Movie 1659,Romance,2015,4.5,72.9,13
Movie 1660,Romance,2014,9.7,32.8,56.5
Movie 1661,Sci-Fi,1991,7.3,13.6,27.7
Movie 1662,Drama,1986,1.7,46.3,78.2
Movie 1663,Action,2008,8.8,94.2,67.7
Movie 1664,Romance,1990,5.3,11.1,93.1
Movie 1665,Action,2012,1.6,62.9,80.5
Movie 1666,Romance,1985,5.9,55.1,26.3
Movie 1667,Comedy,1994,4.8,88.6,82
Movie 1668,Adventure,2011,8.9,17.6,67.8
Movie 1669,Animation,1990,2.8,71.3,70.2
Movie 1670,Action,2002,8.4,71.2,84.9
Movie 1671,Action,2005,6,70.2,61.6
Movie 1672,Horror,2013,1.5,94.8,51.9
Movie 1673,Comedy,2013,9.7,84.1,67.3
Movie 1674,Adventure,2008,5.6,13.8,36.8
Movie 1675,Documentary,1983,3.6,52.4,26.4
Movie 1676,Romance,1996,5.2,45.8,65.5
Movie 1677,Action,2014,8.7,37.9,31
Movie 1678,Horror,1992,3.7,50.6,17.2
Movie 1679,Documentary,2020,2.7,44.6,10
Movie 1680,Action,2018,2.2,48.9,64.7
Movie 1681,Drama,1994,3.7,98.1,42.6
Movie 1682,Adventure,2008,8,18,77.7
Movie 1683,Adventure,2008,5.2,93,43.8
Movie 1684,Animation,1990,3,53.2,53.7
Movie 1685,Documentary,2011,2.5,66.1,46.6
Movie 1686,Sci-Fi,1981,4,84.7,68.6
Movie 1687,Romance,1993,9.5,42.4,42.1
Movie 1688,Animation,1999,4.1,48.7,96.7
Movie 1689,Horror,2001,9.9,46.9,94.3
Movie 1690,Thriller,1990,5.4,43.7,86.3
Movie 1691,Documentary,2006,2.6,93.3,92.8
Movie 1692,Drama,1982,9,84.6,50.4
Movie 1693,Drama,1996,5.1,19.8,58.3
Movie 1694,Adventure,2023,7.4,19.7,76.8
Movie 1695,Horror,2007,9.9,48.5,72.7
Movie 1696,Romance,2008,1.5,18.9,90.2
Movie 1697,Adventure,2000,1.9,65.7,74.5
Movie 1698,Drama,1995,7.5,22.9,99.8
Movie 1699,Animation,2016,3.5,57,41.4
Movie 1700,Animation,1999,2.7,10.6,85
Movie 1701,Adventure,1985,1.4,38.5,72.8
Movie 1702,Sci-Fi,1998,1.2,70.9,72.2
Movie 1703,Sci-Fi,1984,8,53.6,39.3
Movie 1704,Comedy,1982,2.2,98,80.7
Movie 1705,Comedy,1980,5.2,88.7,91
Movie 1706,Action,2017,6.5,42.3,29.7
Movie 1707,Horror,1994,4.9,14.1,66.3
Movie 1708,Romance,2013,1.2,86.1,45.3
Movie 1709,Adventure,2014,8.1,92,99.1
Movie 1710,Adventure,2004,1.1,83.9,53.1
Movie 1711,Comedy,2003,7.9,21.5,30.5
Movie 1712,Sci-Fi,1991,9,99.8,44.4
Movie 1713,Romance,1997,4.9,33.3,68.8
Movie 1714,Documentary,1994,5.8,75.2,16.8
Movie 1715,Thriller,2023,5.3,91.7,64.3
Movie 1716,Romance,1995,4.5,31.2,93.8
Movie 1717,Documentary,2006,9,91.7,86.5
Movie 1718,Action,1987,9,37.9,16.1
Movie 1719,Horror,2004,4,97.9,99.4
Movie 1720,Adventure,1996,6.5,35.3,72.9
Movie 1721,Sci-Fi,2008,9.3,95.8,24.6
Movie 1722,Adventure,1987,9.7,14.8,11.1
Movie 1723,Animation,1994,5.6,73.8,25.4
Movie 1724,Action,2006,5.1,57.9,85.4
Movie 1725,Adventure,1986,3.5,53,11.9
Movie 1726,Adventure,1982,9.6,30.1,31
Movie 1727,Romance,2008,2.3,73.5,78.2
Movie 1728,Sci-Fi,2023,6.2,27.2,62.7
Movie 1729,Thriller,2003,3.5,59.8,80.4
Movie 1730,Animation,1982,3.5,32.8,77.2
Movie 1731,Adventure,1999,4.6,96,14.6
Movie 1732,Sci-Fi,1994,10,12.6,90.3
Movie 1733,Drama,2004,1.5,28,30.4
Movie 1734,Adventure,2009,6.2,31.8,59.8
Movie 1735,Action,1993,1.7,47.3,68
Movie 1736,Animation,1986,2.4,30.9,25.2
Movie 1737,Drama,1996,5,54.2,97.9
Movie 1738,Documentary,2023,5.6,88.5,53.9
Movie 1739,Romance,1999,3.3,74.1,15.2
Movie 1740,Thriller,2015,3.8,62.2,94.4
Movie 1741,Horror,1988,1.8,18,62.8
Movie 1742,Horror,2017,3.7,72.5,72.9
Movie 1743,Adventure,2001,9.7,25,57.3
Movie 1744,Drama,1981,9.5,80.8,85.1
Movie 1745,Action,2003,4,32.5,13
Movie 1746,Sci-Fi,1987,6.1,47.5,34.2
Movie 1747,Adventure,1990,9.2,41.5,52.3
Movie 1748,Drama,1992,1.1,87.3,16.9
Movie 1749,Adventure,1996,8.3,21.4,73.5
Movie 1750,Drama,1987,9.5,60.9,45.4
Movie 1751,Sci-Fi,2000,1.8,22.8,34.5
Movie 1752,Sci-Fi,1997,2.5,73.4,10.3
Movie 1753,Adventure,2009,9.6,91.5,74.8
Movie 1754,Documentary,1997,5.8,49.1,85
Movie 1755,Documentary,2010,1.1,53.9,45.6
Movie 1756,Thriller,2017,3.3,93.5,60.8
Movie 1757,Romance,2011,5,56.9,30.5
