CustomerID,Age,Annual_Income,Spending_Score
2552,27,137729,72
2553,26,142848,98
2554,31,59159,89
2555,30,115812,79
2556,42,43671,28
2557,19,36450,73
2558,52,34908,2
2559,24,77275,17
2560,38,64358,58
2561,35,69047,74
2562,20,55518,9
2563,59,77813,31
2564,56,116748,66
2565,58,128220,88
2566,66,26806,62
2567,28,124733,19
2568,56,60891,81
2569,41,146865,74
2570,63,103551,55
2571,36,149335,28
2572,21,59220,92
2573,43,37158,50
2574,55,100992,65
2575,59,47588,3
2576,49,82576,79
2577,56,108027,52
2578,62,44188,10
2579,63,112615,21
2580,53,78830,37
2581,57,24019,15
2582,54,32419,87
2583,50,53697,78
2584,53,104932,79
2585,20,139712,74
2586,26,124568,9
2587,25,115428,44
2588,50,27973,39
2589,23,128001,5
2590,58,106649,25
2591,56,142649,56
2592,21,31136,90
2593,30,104739,64
2594,66,82502,72
2595,19,51285,86
2596,22,43039,52
2597,61,86720,89
2598,44,143168,76
2599,49,108263,9
2600,38,79155,10
2601,25,36911,10
2602,55,20916,73
2603,25,79052,62
2604,67,89110,90
2605,20,121623,99
2606,61,37790,91
2607,20,103161,60
2608,39,25206,95
2609,23,141937,19
2610,19,105053,38
2611,40,69950,6
2612,61,136211,15
2613,19,76361,93
2614,55,81451,47
2615,34,57696,45
2616,52,101641,5
2617,51,121192,78
2618,40,88226,53
2619,47,122395,66
2620,69,141970,62
2621,25,144121,23
2622,39,66728,44
2623,61,75401,52
2624,53,86226,46
2625,22,45103,19
2626,30,54263,88
2627,46,146705,84
2628,48,96621,47
2629,64,70044,91
2630,33,77730,52
2631,59,45825,24
2632,47,96256,17
2633,33,124177,89
2634,29,57271,46
2635,34,97256,64
2636,33,66732,95
2637,29,86433,28
2638,25,102630,50
2639,37,121999,64
2640,20,120990,28
2641,33,43572,86
2642,47,58546,56
2643,62,142456,59
2644,40,35150,5
2645,45,74165,54
2646,68,83690,44
2647,57,73664,42
2648,22,102335,72
2649,37,95199,92
2650,57,148511,57
2651,61,56948,47
2652,18,57030,76
2653,47,47007,25
2654,38,120819,44
2655,37,111207,15
2656,23,110921,51
2657,39,96772,53
2658,35,42024,34
2659,25,132408,77
2660,56,59384,8
2661,49,102912,77
2662,50,144161,70
2663,33,122674,96
2664,29,38157,21
2665,55,105481,7
2666,69,122120,90
2667,51,108553,79
2668,31,21756,56
2669,53,120677,49
2670,50,88112,42
2671,40,111003,23
2672,67,122488,52
2673,62,116741,79
2674,19,78051,53
2675,58,120701,16
2676,38,84595,96
2677,19,98210,37
2678,44,63094,18
2679,26,128850,20
2680,18,107889,46
2681,28,115385,2
2682,20,24535,87
2683,69,76035,94
2684,40,142815,63
2685,43,67367,3
2686,21,127472,46
2687,35,37118,49
2688,23,79812,1
2689,52,79884,22
2690,39,86168,93
2691,60,33280,14
2692,32,34746,92
2693,39,122572,85
2694,54,73251,45
2695,69,104821,96
2696,59,103583,6
2697,29,133625,65
2698,64,30207,21
2699,66,91127,4
2700,59,47757,3
2701,55,36226,30
2702,35,115268,31
2703,62,81407,34
2704,52,47206,83
2705,47,40256,20
2706,41,53822,87
2707,59,61340,54
2708,47,131883,25
2709,31,72234,15
2710,23,63351,38
2711,20,126311,23
2712,33,68671,52
2713,24,95320,66
2714,69,122565,57
2715,31,145627,57
2716,26,55157,79
2717,32,39937,52
2718,38,74290,35
2719,52,66707,74
2720,19,31219,14
2721,44,29399,91
2722,19,146733,14
2723,52,118848,99
2724,35,47657,33
2725,31,40047,52
2726,37,120543,1
2727,35,96095,34
2728,27,105693,19
2729,42,120931,24
2730,19,92154,4
2731,42,64891,36
2732,50,26780,77
2733,53,47050,58
2734,48,93551,32
2735,31,88666,9
2736,18,113619,80
2737,63,102016,67
2738,33,133135,20
2739,63,73010,74
2740,69,121012,62
2741,20,58165,58
2742,52,31528,22
2743,58,140840,67
2744,23,69608,75
2745,42,25914,89
2746,30,57136,48
2747,51,31179,8
2748,25,106008,73
2749,38,32076,15
2750,51,143911,32
2751,21,44783,53
2752,42,136625,67
2753,32,66716,4
2754,21,70298,30
2755,62,74304,13
2756,29,99360,21
2757,49,89835,41
2758,49,149541,19
2759,45,132424,48
2760,30,28118,86
2761,48,96292,63
2762,31,143322,20
2763,37,76911,64
2764,35,93489,37
2765,46,123088,31
2766,23,35185,74
2767,49,61792,18
2768,46,100210,20
2769,60,70613,82
2770,19,130012,11
2771,40,53927,86
2772,36,20386,44
2773,48,112153,82
2774,68,92728,64
2775,22,96281,34
2776,36,50020,87
2777,51,62678,65
2778,27,106695,55
2779,42,81394,74
2780,19,88945,1
2781,28,135377,38
2782,67,141716,9
2783,48,76414,95
2784,32,74816,71
2785,26,75918,17
2786,40,111281,99
2787,36,131484,52
2788,26,135640,18
2789,52,82694,63
2790,38,49455,33
2791,26,124446,4
2792,45,58735,87
2793,63,114702,75
2794,68,125509,52
2795,24,113608,9
2796,33,134310,64
2797,33,32109,30
2798,50,65802,8
2799,21,88020,5
2800,21,54622,76
2801,56,129935,63
2802,57,149368,1
2803,34,137919,15
2804,54,22597,89
2805,56,60597,82
2806,69,60954,38
2807,46,89519,42
2808,69,76115,46
2809,53,124988,53
2810,55,63151,26
2811,56,145515,61
2812,67,37040,67
2813,54,64772,54
2814,69,142431,22
2815,52,116090,26
2816,24,83832,83
2817,44,47916,60
2818,45,64871,39
2819,39,141527,36
2820,31,46372,21
2821,24,81707,41
2822,54,59080,48
2823,39,126242,26
2824,22,62722,63
2825,19,140864,77
2826,44,49048,36
2827,38,105205,24
2828,55,29777,90
2829,32,74711,21
2830,38,56331,18
2831,27,145320,15
2832,40,40968,79
2833,56,73969,6
2834,22,123345,43
2835,18,31292,31
2836,30,140870,28
2837,38,60794,8
2838,43,99459,29
2839,67,137932,21
2840,62,70192,81
2841,38,47703,88
2842,35,104193,58
2843,54,89165,60
2844,62,87650,50
2845,49,76516,31
2846,53,119981,47
2847,34,149858,34
2848,52,121398,2
2849,66,111110,67
2850,28,117885,94
2851,38,42257,72
2852,69,120588,52
2853,43,123356,7
2854,21,141750,76
2855,51,103509,19
2856,69,111273,90
2857,65,71672,92
2858,35,83308,15
2859,57,97583,78
2860,52,139336,48
2861,58,42113,14
2862,46,20694,3
2863,69,142495,50
2864,46,35588,93
2865,55,81756,54
2866,59,84085,6
2867,38,131359,49
2868,59,134384,23
2869,30,81142,92
2870,66,84373,78
2871,58,105603,78
2872,34,26704,20
2873,26,60136,77
2874,58,87507,91
2875,18,67361,60
2876,19,78847,99
2877,65,126359,45
2878,46,31441,61
2879,50,117012,56
2880,27,138906,2
2881,67,34677,45
2882,57,47818,40
2883,38,21868,24
2884,45,103591,29
2885,28,143962,67
2886,51,87264,68
2887,25,93168,66
2888,39,32043,84
2889,25,91939,54
2890,66,35732,53
2891,32,75244,79
2892,34,38526,49
2893,40,29340,32
2894,41,124488,61
2895,62,42394,42
2896,36,118557,1
2897,22,24102,63
2898,49,121846,35
2899,61,39159,51
2900,18,142366,71
2901,40,85092,45
2902,54,26212,77
2903,25,117360,65
2904,30,57405,14
2905,25,97061,93
2906,40,114296,3
2907,60,75186,24
2908,18,64239,65
2909,62,130804,48
2910,68,112993,10
2911,41,143145,13
2912,52,133551,73
2913,41,30532,14
2914,34,99054,10
2915,22,92012,40
2916,37,137836,23
2917,38,105279,99
2918,57,86540,55
2919,48,128590,63
2920,63,123021,71
2921,53,23271,42
2922,28,65482,99
2923,69,20209,66
2924,32,110999,79
2925,36,25539,73
2926,24,134841,47
2927,68,39977,81
2928,45,94142,52
2929,68,129920,18
2930,60,148156,79
2931,22,119588,18
2932,22,88684,24
2933,47,119072,23
2934,49,143862,12
2935,25,25607,23
2936,27,105122,21
2937,55,114786,64
2938,64,146406,90
2939,49,71939,72
2940,65,38594,94
2941,45,78382,34
2942,34,27399,2
2943,48,141026,69
2944,25,146812,31
2945,57,45117,97
2946,42,118662,68
2947,26,53617,70
2948,19,27498,87
2949,32,122826,19
2950,67,137232,72
2951,20,149851,13
2952,66,131077,65
2953,53,136519,6
2954,21,70624,71
2955,31,29628,27
2956,58,20329,79
2957,58,58619,52
2958,42,27032,98
2959,67,68094,87
2960,27,58034,48
2961,38,122658,88
2962,53,141123,79
2963,29,142666,99
2964,44,106158,68
2965,57,75264,44
2966,19,114120,17
2967,30,67850,95
2968,49,24722,38
2969,48,37772,10
2970,33,106105,54
2971,49,61679,91
2972,49,88771,6
2973,51,24576,6
2974,28,46707,52
2975,27,119404,15
2976,32,61632,68
2977,34,61476,57
2978,57,137220,56
2979,35,50285,7
2980,26,44154,51
2981,42,40054,58
2982,57,37165,64
2983,31,34439,26
2984,42,138211,58
2985,67,64518,31
2986,39,108051,66
2987,69,46962,92
2988,47,73934,13
2989,37,128085,18
2990,38,57763,94
2991,61,136189,75
2992,49,130290,13
2993,68,84094,24
2994,63,130814,57
2995,66,39464,29
2996,38,62036,56
2997,52,143980,54
2998,49,115949,5
2999,47,53270,35
3000,56,62299,19
3001,66,105805,55
3002,29,51541,77
3003,58,93545,69
3004,64,102543,44
3005,35,111998,78
3006,38,149188,38
3007,30,97078,62
3008,38,102970,22
3009,25,49765,73
3010,63,43769,40
3011,57,108001,26
3012,63,107404,5
3013,24,40156,93
3014,40,105836,54
3015,61,138706,86
3016,49,70481,49
3017,28,33435,3
3018,39,89650,92
3019,39,66336,38
3020,60,56135,14
3021,42,93631,47
3022,39,57909,14
3023,45,89487,75
3024,46,41468,73
3025,30,112609,38
3026,35,67655,64
3027,19,54341,44
3028,46,131663,70
3029,38,84182,65
3030,32,71786,25
3031,69,88304,16
3032,44,123606,15
3033,67,66514,98
3034,48,140938,81
3035,32,53979,3
3036,68,110887,67
3037,40,100981,37
3038,41,75107,81
3039,61,148842,55
3040,30,134119,38
3041,39,21160,63
3042,60,107897,1
3043,54,92577,71
3044,50,104303,90
3045,20,30846,19
3046,36,149861,52
3047,40,124180,30
3048,46,39924,55
3049,47,131193,14
3050,56,33882,13
3051,61,100274,84
3052,64,106555,90
3053,42,21095,27
3054,54,124205,89
3055,64,60983,9
3056,25,131215,41
3057,59,34123,48
3058,33,113668,12
3059,25,86615,10
3060,18,115193,6
3061,61,65278,34
3062,22,117911,52
3063,20,110290,41
3064,18,71999,83
3065,21,51153,6
3066,57,38344,2
3067,52,119777,15
3068,49,57656,17
3069,59,90515,16
3070,51,149515,28
3071,60,21212,85
3072,42,140385,72
3073,27,29001,10
3074,38,98784,10
3075,63,118723,10
3076,56,101144,73
3077,44,56427,28
3078,44,51368,24
3079,19,90819,19
3080,58,81160,97
3081,65,45854,68
3082,30,30715,56
3083,26,101701,67
3084,69,78784,42
3085,53,149193,12
3086,39,119644,18
3087,59,46797,23
3088,43,67573,84
3089,29,96120,6
3090,34,34780,53
3091,31,57905,98
3092,31,41573,42
3093,51,136049,66
3094,37,149651,30
3095,28,53359,9
3096,33,86062,91
3097,68,93391,42
3098,48,63463,34
3099,23,119596,40
3100,36,136342,88
3101,54,115018,17
3102,21,36571,29
3103,64,117276,50
3104,21,148568,76
3105,37,39142,95
3106,27,45104,49
3107,41,28625,73
3108,52,59199,61
3109,43,140725,83
3110,54,35926,46
3111,55,51218,46
3112,38,64472,17
3113,57,111916,66
3114,56,143182,5
3115,38,40566,54
3116,27,76125,16
3117,55,53205,81
3118,63,129084,91
3119,21,49717,7
3120,62,69984,8
3121,37,127292,72
3122,34,45135,87
3123,24,48164,96
3124,21,94489,82
3125,46,58562,38
3126,31,89110,54
3127,20,40169,76
3128,41,79858,15
3129,54,41604,92
3130,33,109670,50
3131,69,134605,56
3132,21,108738,95
3133,41,20684,9
3134,51,148140,8
3135,47,122537,19
3136,35,135265,51
3137,36,131301,72
3138,48,28007,98
3139,36,134915,57
3140,66,120632,68
3141,63,137419,31
3142,36,61787,3
3143,39,69582,99
3144,41,94791,83
3145,62,117798,43
3146,29,103629,29
3147,47,25782,10
3148,55,86770,12
3149,48,77645,46
3150,53,123509,30
3151,36,119724,94
3152,65,51996,82
3153,62,49204,88
3154,53,37152,32
3155,47,75186,73
3156,66,127900,47
3157,50,110555,88
3158,35,105024,63
3159,69,122659,26
3160,66,39689,3
3161,45,70690,23
3162,64,114042,75
3163,28,103251,74
3164,62,77320,50
3165,50,84226,36
3166,34,76091,13
3167,23,126565,29
3168,21,99301,38
3169,37,41942,77
3170,65,58712,90
3171,64,146315,84
3172,44,125430,5
3173,32,85277,20
3174,23,69632,78
3175,64,58031,14
3176,31,40478,8
3177,28,42551,48
3178,56,68068,13
3179,26,113608,24
3180,43,55561,79
3181,33,22892,65
3182,22,119502,86
3183,69,44395,34
3184,27,38756,51
3185,67,136580,3
3186,20,107710,90
3187,30,54651,78
3188,60,140155,58
3189,66,86333,72
3190,47,93745,55
3191,62,126539,80
3192,23,69306,42
3193,34,41346,21
3194,62,133561,10
3195,68,48024,57
3196,36,114950,25
3197,59,138768,56
3198,52,60818,38
3199,63,25947,86
3200,43,95153,61
3201,68,106240,47
3202,22,147192,54
3203,46,146519,46
3204,54,114238,68
3205,37,87428,4
3206,66,49754,94
3207,38,83355,66
3208,27,78241,93
3209,22,88960,43
3210,53,149958,62
3211,23,147420,85
3212,43,127754,85
3213,21,33418,85
3214,56,115422,4
3215,56,120319,65
3216,67,108593,62
3217,52,75184,90
3218,18,24833,2
3219,41,95430,9
3220,53,134246,57
3221,23,61833,45
3222,58,20565,18
3223,63,60180,48
3224,61,38402,42
3225,48,62845,41
3226,37,95851,75
3227,41,32834,89
3228,42,87850,90
3229,53,57180,58
3230,38,23883,42
3231,47,129688,35
3232,41,95587,38
3233,61,126520,67
3234,59,31695,41
3235,47,147135,99
3236,39,43123,50
3237,45,78481,86
3238,24,93438,72
3239,52,131491,79
3240,45,149525,45
3241,31,37573,71
3242,27,141844,19
3243,33,114910,17
3244,33,76494,65
3245,48,32288,93
3246,59,66978,77
3247,42,92420,56
3248,30,137845,93
3249,23,96095,41
3250,61,74672,42
3251,26,81821,6
3252,62,103661,69
3253,53,89224,98
3254,60,109405,75
3255,37,132418,73
3256,35,123673,40
3257,60,74796,41
3258,38,64706,9
3259,21,148554,8
3260,67,143777,44
3261,50,24023,58
3262,44,134286,67
3263,24,102636,13
3264,23,56735,19
3265,32,92959,98
3266,35,59218,96
3267,49,32213,49
3268,28,121519,80
3269,37,142513,82
3270,41,118694,78
3271,32,48460,30
3272,65,144579,66
3273,24,84680,77
3274,38,137725,91
3275,59,51017,59
3276,43,118536,53
3277,61,112038,52
3278,31,50990,81
3279,54,39515,31
3280,38,49991,15
3281,35,27634,20
3282,22,97034,5
3283,20,96452,7
3284,40,49377,18
3285,43,53001,56
3286,54,21391,75
3287,41,85206,96
3288,66,129388,91
3289,36,62215,90
3290,68,99720,45
3291,42,47114,28
3292,38,31882,50
3293,29,133142,2
3294,58,37273,84
3295,50,126206,68
3296,67,65647,77
3297,21,102665,24
3298,59,84892,48
3299,24,62679,45
3300,39,20427,93
3301,50,116952,58
3302,34,149669,36
3303,41,86267,2
3304,51,20799,18
3305,45,75659,49
3306,60,114409,8
3307,58,27025,58
3308,56,34481,15
3309,39,45411,17
3310,66,116894,23
3311,34,125928,66
3312,51,143014,70
3313,23,34961,93
3314,63,41767,27
3315,23,140895,37
3316,51,71690,49
3317,18,72870,64
3318,27,126536,34
3319,38,56135,18
3320,22,84514,64
3321,19,106928,74
3322,39,148705,44
3323,65,98798,17
3324,19,90765,59
3325,27,43772,13
3326,51,38799,52
3327,33,132051,60
3328,65,149941,42
3329,68,43555,91
3330,56,112152,64
3331,39,147219,66
3332,29,39333,34
3333,41,24261,95
3334,64,139833,87
3335,57,89002,71
3336,55,66553,64
3337,27,23088,33
3338,52,65783,12
3339,68,21115,76
3340,66,90114,19
3341,49,88126,9
3342,24,92908,74
3343,38,89109,17
3344,37,22978,50
3345,43,128943,39
3346,21,29422,41
3347,63,63626,10
3348,69,109233,12
3349,39,76174,79
3350,32,116356,95
3351,57,57743,15
3352,38,90461,28
3353,32,77199,4
3354,39,149000,36
3355,69,142778,65
3356,45,49430,98
3357,31,48834,47
3358,44,44435,81
3359,58,107212,39
3360,57,75797,38
3361,45,63554,44
3362,43,74555,51
3363,66,105350,97
3364,19,34716,85
3365,42,80261,26
3366,20,47528,36
3367,25,21995,69
3368,61,42414,97
3369,50,33844,1
3370,59,56659,53
3371,69,35522,6
3372,52,125449,37
3373,23,149632,2
3374,56,94034,69
3375,69,62322,90
3376,40,87638,41
3377,42,121334,51
3378,67,28524,47
3379,60,50846,13
3380,36,93643,76
3381,22,80096,69
3382,68,134930,66
3383,28,103804,59
3384,29,67703,68
3385,27,44399,59
3386,25,95160,91
3387,41,112662,10
3388,45,108667,13
3389,58,143182,2
3390,53,68591,90
3391,54,40714,15
3392,38,126167,46
3393,25,55877,57
3394,26,104106,10
3395,64,98018,22
3396,32,119854,89
3397,65,79136,79
3398,63,53414,77
3399,57,140832,8
3400,35,106576,21
3401,59,98943,85
3402,37,143592,22
3403,23,65468,97
3404,29,118841,45
3405,19,99702,91
3406,24,92108,40
3407,33,118538,22
3408,20,112508,30
3409,62,66835,62
3410,20,83333,73
3411,44,62464,45
3412,67,132454,35
3413,60,42923,82
3414,57,136062,42
3415,55,81855,5
3416,50,87445,27
3417,45,143795,70
3418,18,130454,62
3419,25,141906,32
3420,54,118384,8
3421,49,87619,85
3422,65,66146,18
3423,60,80032,78
3424,54,133521,15
3425,21,136378,26
3426,47,37140,53
3427,23,22670,44
3428,63,56519,32
3429,36,64512,28
3430,49,77811,39
3431,26,123565,32
3432,29,34691,77
3433,28,125156,79
3434,63,54262,18
3435,33,74892,70
3436,18,45595,11
3437,62,77207,32
3438,38,148590,20
3439,47,135589,97
3440,30,53440,40
3441,51,28630,8
3442,21,51250,35
3443,45,114334,69
3444,55,149228,99
3445,48,128572,78
3446,44,118748,21
3447,22,127461,24
3448,42,97518,17
3449,20,94191,18
3450,50,84791,98
3451,21,104118,12
3452,42,120591,16
3453,37,83753,4
3454,51,130261,89
3455,43,80520,34
3456,22,24008,92
3457,52,64464,46
3458,45,127408,75
3459,46,20496,77
3460,26,119767,31
3461,69,148747,25
3462,55,43212,74
3463,67,40637,24
3464,23,65227,65
3465,36,102413,25
3466,61,139753,28
3467,28,140118,36
3468,19,103346,82
3469,64,29884,6
3470,61,136481,66
3471,61,88259,67
3472,26,69810,72
3473,38,149926,95
3474,41,24761,48
3475,51,93166,83
3476,39,147342,70
3477,20,36375,78
3478,29,127045,67
3479,45,45218,48
3480,47,50565,65
3481,43,122654,44
3482,65,52975,94
3483,38,47073,63
3484,45,89726,46
3485,43,21883,19
3486,50,88422,64
3487,38,69629,83
3488,52,84170,73
3489,69,94489,71
3490,51,28381,50
3491,58,43238,63
3492,68,33795,41
3493,64,115964,7
3494,35,82999,9
3495,28,69907,4
3496,40,29638,89
3497,65,90467,49
3498,39,62623,76
3499,34,58492,6
3500,22,46411,82
3501,61,130724,21
3502,28,40534,15
3503,47,122364,67
3504,32,49181,66
3505,44,123069,56
3506,52,39996,68
3507,50,92089,32
3508,37,125682,66
3509,33,103609,29
3510,51,136004,66
3511,19,92666,34
3512,52,49405,27
3513,57,121490,60
3514,45,146900,39
3515,64,91325,44
3516,56,48930,82
3517,23,134426,36
3518,26,37529,19
3519,37,73546,91
3520,18,27942,45
3521,25,27548,84
3522,40,135248,21
3523,20,38296,23
3524,21,71016,94
3525,42,117780,89
3526,64,20296,95
3527,55,87945,27
3528,32,79980,98
3529,38,76782,72
3530,52,54229,19
3531,63,116382,41
3532,69,73444,26
3533,31,55036,28
3534,53,135682,64
3535,29,149114,68
3536,34,59322,95
3537,56,134695,80
3538,26,47167,51
3539,52,71667,74
3540,30,114527,48
3541,32,103337,10
3542,35,71468,73
3543,68,92894,39
3544,50,73084,19
3545,23,83138,64
3546,44,42588,19
3547,40,82901,76
3548,44,37671,62
3549,51,145724,13
3550,63,103038,25
3551,55,110664,89
3552,31,51645,92
3553,53,27637,42
3554,25,20660,39
3555,52,127211,30
3556,36,26922,5
3557,47,113697,81
3558,31,64721,18
3559,37,77256,21
3560,66,141025,86
3561,42,137217,50
3562,57,89506,6
3563,41,88943,50
3564,31,144338,80
3565,43,47843,66
3566,55,29046,1
3567,40,109336,57
3568,39,83985,30
3569,65,100083,58
3570,36,123064,52
3571,63,116925,37
3572,68,146417,48
3573,20,136585,87
3574,59,50346,1
3575,36,108284,19
3576,26,143152,46
3577,45,131769,67
3578,37,122391,2
3579,62,111384,56
3580,24,73526,17
3581,31,93143,92
3582,26,56787,82
3583,36,53583,97
3584,64,32563,79
3585,69,66060,22
3586,31,149537,27
3587,55,141943,55
3588,53,134462,32
3589,57,53690,60
3590,34,131233,83
3591,47,114712,28
3592,26,34925,28
3593,50,106787,74
3594,69,103184,84
3595,42,40108,25
3596,31,96515,85
3597,28,88258,78
3598,52,25355,86
3599,58,66069,26
3600,31,114335,75
3601,47,120854,71
3602,58,74471,17
3603,21,52705,82
3604,21,63909,7
3605,45,108606,56
3606,25,148501,64
3607,19,136361,20
3608,58,73739,38
3609,63,96820,75
3610,39,107273,58
3611,58,43241,16
3612,33,47414,51
3613,46,70818,27
3614,66,40895,51
3615,65,112307,75
3616,47,82409,16
3617,29,75324,87
3618,52,86920,60
3619,28,73555,76
3620,63,138642,40
3621,67,85453,67
3622,38,42689,2
3623,38,84356,48
3624,22,113011,52
3625,65,28252,24
3626,37,50844,93
3627,54,115687,98
3628,20,125542,84
3629,61,43365,82
3630,50,26026,78
3631,26,118303,82
3632,26,48523,2
3633,21,141297,65
3634,52,30482,20
3635,34,132105,34
3636,51,68888,41
3637,41,133884,41
3638,49,126968,75
3639,18,70110,91
3640,25,110644,23
3641,62,20493,38
3642,40,76194,44
3643,64,102001,67
3644,57,59767,62
3645,29,49550,12
3646,29,33833,30
3647,63,22970,95
3648,64,118315,87
3649,32,115494,65
3650,58,142512,41
3651,36,147424,20
3652,43,133855,6
3653,69,102681,75
3654,46,121489,99
3655,39,69177,4
3656,57,87342,93
3657,38,141339,10
3658,68,91200,51
3659,55,81501,93
3660,37,48900,38
3661,46,34126,1
3662,68,131198,8
3663,21,90690,81
3664,24,107744,83
3665,45,99303,63
3666,45,105579,33
3667,21,67994,15
3668,39,87061,31
3669,29,119064,21
3670,62,36978,3
3671,20,76344,66
3672,39,66648,35
3673,61,21055,41
3674,19,95582,59
3675,41,121387,16
3676,51,101214,56
3677,44,64876,45
3678,58,138363,59
3679,18,112160,50
3680,25,127954,85
3681,40,58725,12
3682,55,25255,92
3683,23,94947,12
3684,39,73380,33
3685,42,134648,84
3686,35,73333,49
3687,34,62459,21
3688,29,136518,60
3689,23,56163,52
3690,43,53971,54
3691,44,116771,39
3692,25,85149,49
3693,36,147150,64
3694,59,104730,86
3695,18,39476,26
3696,46,88580,71
3697,62,140759,7
3698,66,125576,72
3699,52,106593,62
3700,57,89050,90
3701,31,95526,88
3702,52,124496,24
3703,65,129071,40
3704,62,134832,76
3705,37,27507,47
3706,66,90393,8
3707,30,32118,54
3708,55,70529,9
3709,66,88682,3
3710,63,111937,54
3711,66,74176,21
3712,25,135481,95
3713,60,111713,48
3714,37,124060,47
3715,50,24414,88
3716,43,103030,68
3717,56,140360,84
3718,38,105973,63
3719,66,82137,16
3720,59,23937,74
3721,60,56731,90
3722,58,106862,93
3723,26,58665,5
3724,41,94510,11
3725,54,132681,29
3726,66,37500,79
3727,58,134360,70
3728,34,21750,48
3729,41,85018,15
3730,38,145456,84
3731,68,24027,34
3732,56,129832,60
3733,58,25745,62
3734,56,81731,2
3735,30,106984,80
3736,28,127983,19
3737,63,48451,98
3738,36,113743,49
3739,28,91474,78
3740,30,81536,88
3741,63,32150,28
3742,62,33406,48
3743,18,39781,96
3744,57,77417,37
3745,61,136047,74
3746,36,143971,49
3747,29,123157,48
3748,25,38325,73
3749,25,88684,88
3750,62,114415,29
3751,29,134547,60
3752,65,93469,29
3753,50,29436,58
3754,62,37669,48
3755,43,147385,23
3756,56,92010,27
3757,45,132983,95
3758,22,96764,7
3759,25,119074,49
3760,42,21843,54
3761,44,85609,68
3762,63,70812,78
3763,40,36059,42
3764,47,106269,74
3765,62,141790,59
3766,64,60768,44
3767,40,45395,98
3768,66,40202,26
3769,64,33273,23
3770,37,68889,73
3771,35,118635,8
3772,35,136109,53
3773,19,93048,14
3774,21,113767,71
3775,47,108810,7
3776,50,123235,9
3777,53,144571,3
3778,35,65510,78
3779,54,107945,17
3780,36,131730,44
3781,64,139096,86
3782,45,90649,46
3783,57,126723,90
3784,37,22881,58
3785,66,65913,28
3786,50,131860,14
3787,29,104785,9
3788,68,85037,26
3789,32,82457,2
3790,58,55343,75
3791,56,82389,81
3792,19,98250,34
3793,46,124489,19
3794,58,28656,39
3795,27,25741,82
3796,19,36661,13
3797,68,117091,5
3798,28,48690,50
3799,30,52833,23
3800,27,122566,88
3801,31,91240,29
3802,35,133659,72
3803,68,126898,26
3804,26,97711,79
3805,56,77141,57
3806,45,98232,1
3807,20,59023,28
3808,37,60209,62
3809,23,113590,47
3810,44,146324,78
3811,19,106612,98
3812,46,100522,59
3813,55,131654,31
3814,20,34440,70
3815,33,139107,49
3816,47,27960,5
3817,57,42462,31
3818,19,145919,37
3819,34,37821,79
3820,58,77772,15
3821,29,47258,52
3822,52,112889,69
3823,60,108952,92
3824,18,82524,97
3825,62,42115,11
3826,32,138066,43
3827,43,66433,70
3828,54,110504,23
3829,38,108267,40
3830,66,108321,63
3831,48,124933,2
3832,42,99364,79
3833,40,90077,87
3834,41,60644,86
3835,55,82643,73
3836,45,33311,47
3837,38,143221,30
3838,60,143012,16
3839,35,149466,59
3840,53,50531,47
3841,52,34588,30
3842,62,69416,9
3843,26,32380,65
3844,55,62645,59
3845,47,37818,64
3846,61,50857,8
3847,51,41711,52
3848,49,25097,18
3849,20,136348,91
3850,20,48393,82
3851,45,42076,96
3852,61,104274,58
3853,32,77609,49
3854,58,49317,32
3855,40,124765,48
3856,57,78480,45
3857,28,27044,54
3858,65,91033,85
3859,49,139237,46
3860,53,75486,96
3861,50,75162,31
3862,41,99287,37
3863,56,49882,16
3864,51,74078,46
3865,45,78734,46
3866,54,127608,78
3867,24,128730,88
3868,21,63826,89
3869,54,107985,61
3870,18,64028,46
3871,18,71331,51
3872,64,139655,62
3873,37,118938,35
3874,36,138319,81
3875,46,52543,42
3876,27,144279,45
3877,35,49362,68
3878,45,47315,75
3879,52,47746,47
3880,60,30057,79
3881,64,131649,30
3882,48,62915,24
3883,44,41061,66
3884,28,71370,43
3885,66,54157,34
3886,66,131375,23
3887,55,31322,61
3888,22,89812,95
3889,25,97842,37
3890,51,54017,13
3891,65,76792,97
3892,69,47742,71
3893,29,117136,96
3894,55,84808,7
3895,18,140400,42
3896,48,149198,38
3897,21,37629,52
3898,66,148614,44
3899,62,28245,64
3900,67,116950,13
3901,22,63870,88
3902,47,115634,28
3903,41,84829,96
3904,20,134530,82
3905,28,30588,98
3906,62,20442,98
3907,21,125280,1
3908,43,122979,43
3909,44,97339,42
3910,63,60721,95
3911,60,57145,50
3912,44,30599,60
3913,59,92594,1
3914,68,102742,51
3915,67,97430,16
3916,23,22939,39
3917,32,141784,15
3918,47,42149,33
3919,59,147616,87
3920,54,86567,53
3921,54,30208,98
3922,59,86098,17
3923,54,129034,89
3924,52,69492,6
3925,40,40951,31
3926,23,68920,69
3927,21,66766,40
3928,35,77014,30
3929,26,48351,69
3930,66,104216,76
3931,46,69386,7
3932,30,107122,13
3933,64,29308,4
3934,69,79252,50
3935,34,95145,3
3936,62,115031,12
3937,49,103211,65
3938,65,48064,27
3939,39,73879,50
3940,21,146534,77
3941,22,28720,17
3942,54,146204,72
3943,58,62940,32
3944,66,99993,84
3945,30,88475,51
3946,51,67113,17
3947,62,68926,34
3948,39,58203,35
